FPR,TPR
0.0,0.0
6.294454585510165e-05,0.0
6.294454585510165e-05,0.05862646566164154
0.0001258890917102033,0.05862646566164154
0.0001258890917102033,0.07537688442211055
0.00018883363756530498,0.07537688442211055
0.00018883363756530498,0.08542713567839195
0.0002517781834204066,0.08542713567839195
0.0002517781834204066,0.08710217755443886
0.00037766727513060996,0.08710217755443886
0.00037766727513060996,0.10050251256281408
0.0004406118209857116,0.10050251256281408
0.0004406118209857116,0.11055276381909548
0.0005035563668408132,0.11055276381909548
0.0005035563668408132,0.12060301507537688
0.0005665009126959149,0.12060301507537688
0.0005665009126959149,0.12395309882747069
0.0006294454585510166,0.12395309882747069
0.0006294454585510166,0.1273031825795645
0.0006923900044061182,0.1273031825795645
0.0006923900044061182,0.1323283082077052
0.0007553345502612199,0.1323283082077052
0.0007553345502612199,0.13400335008375208
0.0008182790961163215,0.13400335008375208
0.0008182790961163215,0.1407035175879397
0.0008812236419714232,0.1407035175879397
0.0008812236419714232,0.1440536013400335
0.0009441681878265248,0.1440536013400335
0.0009441681878265248,0.152428810720268
0.0010071127336816264,0.152428810720268
0.0010071127336816264,0.16415410385259632
0.0011959463712469314,0.16415410385259632
0.0011959463712469314,0.1658291457286432
0.0013218354629571348,0.1658291457286432
0.0013218354629571348,0.16750418760469013
0.0013847800088122365,0.16750418760469013
0.0013847800088122365,0.17420435510887772
0.0015106691005224398,0.17420435510887772
0.0015106691005224398,0.17587939698492464
0.0015736136463775413,0.17587939698492464
0.0015736136463775413,0.17922948073701842
0.001636558192232643,0.17922948073701842
0.001636558192232643,0.18257956448911222
0.0016995027380877447,0.18257956448911222
0.0016995027380877447,0.18425460636515914
0.0017624472839428463,0.18425460636515914
0.0017624472839428463,0.18592964824120603
0.0018883363756530497,0.18592964824120603
0.0018883363756530497,0.18760469011725292
0.0019512809215081514,0.18760469011725292
0.0019512809215081514,0.18927973199329984
0.0023289481966387612,0.18927973199329984
0.0023289481966387612,0.19095477386934673
0.002391892742493863,0.19095477386934673
0.002391892742493863,0.19262981574539365
0.0024548372883489646,0.19262981574539365
0.0024548372883489646,0.19597989949748743
0.002580726380059168,0.19597989949748743
0.002580726380059168,0.19765494137353434
0.0026436709259142696,0.19765494137353434
0.0026436709259142696,0.20100502512562815
0.0028954491093346763,0.20100502512562815
0.0028954491093346763,0.20268006700167504
0.0030213382010448797,0.20268006700167504
0.0030213382010448797,0.20435510887772193
0.003084282746899981,0.20435510887772193
0.003084282746899981,0.20603015075376885
0.0031472272927550826,0.20603015075376885
0.0031472272927550826,0.20770519262981574
0.0033360609303203876,0.20770519262981574
0.0033360609303203876,0.20938023450586266
0.0033990054761754893,0.20938023450586266
0.0033990054761754893,0.21608040201005024
0.0035248945678856927,0.21608040201005024
0.0035248945678856927,0.21775544388609716
0.0037766727513060994,0.21775544388609716
0.0037766727513060994,0.21943048576214405
0.004028450934726506,0.21943048576214405
0.004028450934726506,0.22110552763819097
0.004091395480581608,0.22110552763819097
0.004091395480581608,0.22948073701842547
0.0043431736640020145,0.22948073701842547
0.0043431736640020145,0.23115577889447236
0.004532007301567319,0.23115577889447236
0.004532007301567319,0.23283082077051925
0.0046578963932775224,0.23283082077051925
0.0046578963932775224,0.23785594639865998
0.004909674576697929,0.23785594639865998
0.004909674576697929,0.23953098827470687
0.0050355636684081325,0.23953098827470687
0.0050355636684081325,0.24455611390284757
0.005098508214263234,0.24455611390284757
0.005098508214263234,0.24623115577889448
0.005287341851828539,0.24623115577889448
0.005287341851828539,0.24790619765494137
0.0053502863976836405,0.24790619765494137
0.0053502863976836405,0.2529313232830821
0.005539120035248946,0.2529313232830821
0.005539120035248946,0.254606365159129
0.005853842764524454,0.254606365159129
0.005853842764524454,0.2562814070351759
0.006105620947944861,0.2562814070351759
0.006105620947944861,0.25795644891122277
0.006168565493799962,0.25795644891122277
0.006168565493799962,0.2613065326633166
0.006231510039655064,0.2613065326633166
0.006231510039655064,0.2629815745393635
0.006357399131365267,0.2629815745393635
0.006357399131365267,0.2646566164154104
0.006672121860640775,0.2646566164154104
0.006672121860640775,0.2663316582914573
0.006860955498206081,0.2663316582914573
0.006860955498206081,0.2696817420435511
0.006986844589916284,0.2696817420435511
0.006986844589916284,0.271356783919598
0.007427456410901995,0.271356783919598
0.007427456410901995,0.2730318257956449
0.007742179140177503,0.2730318257956449
0.007742179140177503,0.2814070351758794
0.008119846415308114,0.2814070351758794
0.008119846415308114,0.2830820770519263
0.008371624598728521,0.2830820770519263
0.008371624598728521,0.2864321608040201
0.008497513690438723,0.2864321608040201
0.008497513690438723,0.288107202680067
0.008686347328004029,0.288107202680067
0.008686347328004029,0.2914572864321608
0.00874929187385913,0.2914572864321608
0.00874929187385913,0.2931323283082077
0.00912695914898974,0.2931323283082077
0.00912695914898974,0.2948073701842546
0.009378737332410146,0.2948073701842546
0.009378737332410146,0.2964824120603015
0.009630515515830553,0.2964824120603015
0.009630515515830553,0.2981574539363484
0.010197016428526468,0.2981574539363484
0.010197016428526468,0.2998324958123953
0.010700572795367281,0.2998324958123953
0.010700572795367281,0.3015075376884422
0.010889406432932586,0.3015075376884422
0.010889406432932586,0.304857621440536
0.011015295524642789,0.304857621440536
0.011015295524642789,0.3065326633165829
0.011204129162208094,0.3065326633165829
0.011204129162208094,0.3082077051926298
0.011581796437338705,0.3082077051926298
0.011581796437338705,0.3098827470686767
0.011959463712469314,0.3098827470686767
0.011959463712469314,0.31155778894472363
0.012022408258324416,0.31155778894472363
0.012022408258324416,0.3132328308207705
0.012337130987599924,0.3132328308207705
0.012337130987599924,0.3149078726968174
0.012840687354440737,0.3149078726968174
0.012840687354440737,0.3165829145728643
